time,cityname,aqi,pm2_5,pm10,so2,no2,co,o3
2019-10-29 16:00:00,信阳,77.69850101560698,35.13750107004226,109.45381920590656,5.052812468787845,25.948655089908115,0.29487651886961835,67.15304448644802
2019-10-29 17:00:00,信阳,78.10483330613106,35.403111801385975,109.9785089019602,5.059495942414757,26.0133563851409,0.3000879874158229,67.60318928290046
2019-10-29 18:00:00,信阳,78.52638490600225,35.70041273666107,110.4916246975553,5.068909866270827,26.091947940232675,0.3056885886998544,68.06448950674195
2019-10-29 19:00:00,信阳,78.96677043191748,36.0318873425031,110.99573682509028,5.081035223758128,26.18140456407274,0.3116525822284794,68.5399513457526
2019-10-29 20:00:00,信阳,79.42408636456081,36.3965239822699,111.48937711451748,5.0960030687579145,26.279743452412525,0.3179377678063099,69.03003709567432
2019-10-29 21:00:00,信阳,79.89713339550543,36.794293672817524,111.96861975894593,5.113940873128685,26.387523282021203,0.3245177127907222,69.53360527950497
2019-10-29 22:00:00,信阳,80.38912639832496,37.22589934486957,112.43635076600431,5.134831063057983,26.50647874055473,0.33142795514072204,70.05015981491867
2019-10-29 23:00:00,信阳,80.90129959340842,37.692215609547894,112.89719786255246,5.158971468080613,26.636932058625423,0.3387185603650609,70.58181810529564
2019-10-30 00:00:00,信阳,80.79481976904893,37.60684663156715,112.675866173201,5.167095982797585,26.66785162177024,0.34072975982894227,70.74765609011749
2019-10-30 01:00:00,信阳,80.6701710038516,37.5148577262547,112.41777601904724,5.176882111524677,26.70326258904467,0.3427741606102008,70.91359958621098
2019-10-30 02:00:00,信阳,80.53007111934235,37.418465893319784,112.123552240455,5.188272911898373,26.74307031666019,0.34482602306346394,71.08171040539641
2019-10-30 03:00:00,信阳,80.37361356967453,37.3166642017797,111.79378384702436,5.201367465100704,26.787947065812002,0.3468738507968421,71.25182224665633
2019-10-30 04:00:00,信阳,80.19921488365068,37.20906954404586,111.42888500415285,5.216254076390902,26.838155440914612,0.34892023293662267,71.422841214762
2019-10-30 05:00:00,信阳,80.00885614583737,37.097504044042466,111.03253782582027,5.232394787610889,26.892172684400695,0.3509676880070174,71.59667447927976
2019-10-30 06:00:00,信阳,79.80351504954847,36.98268970333985,110.60851540840288,5.249739904554588,26.951215685042833,0.35301865167848717,71.77283258670882
2019-10-30 07:00:00,信阳,79.58400809438811,36.864738233794526,110.15900800747575,5.26872874442057,27.014629797309063,0.35507546460214306,71.95444102939652
2019-10-30 08:00:00,信阳,79.34907400657391,36.74334098651424,109.68426766649439,5.289791105185261,27.082683618235567,0.35711217778676413,72.14144333918227
2019-10-30 09:00:00,信阳,79.10196616953716,36.61984178091299,109.1908030651292,5.312733772993886,27.154161122328077,0.3590912513922615,72.33454829438269
